HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,CabinNumber,Side,IDCode#1,IDCode#2,1stName,Surname,Spent
Earth,Yes,TRAPPIST-1e,22,No,0,0,0,0,0,Yes,G,934,S,5758,1,Heidie,Mcguirez,0
Europa,Yes,TRAPPIST-1e,55,No,0,0,0,0,0,Yes,B,220,S,5761,1,Weino,Icablebat,0
Earth,No,TRAPPIST-1e,40,No,0,0,56,1,642,No,F,1099,S,5763,1,Andan,Alentonway,699
Earth,No,TRAPPIST-1e,24,No,,0,0,838,193,No,F,1099,S,5763,2,Erick,Alentonway,1031
Earth,No,TRAPPIST-1e,25,No,0,0,1037,8,1,Yes,F,1100,S,5764,1,Shery,Nolds,1046
Europa,No,TRAPPIST-1e,42,No,0,1871,0,570,199,No,C,181,P,5765,1,Altairk,Heermy,2640
Earth,Yes,PSO J318.5-22,33,No,0,0,0,0,0,Yes,G,936,S,5767,1,Jonaye,Josesh,0
Europa,Yes,TRAPPIST-1e,54,No,0,0,0,0,0,Yes,B,193,P,5768,1,Gatrino,Cattle,0
Europa,Yes,55 Cancri e,22,No,0,0,0,0,0,Yes,B,193,P,5768,2,Izarfik,Cattle,0
Europa,Yes,TRAPPIST-1e,22,No,0,0,0,0,0,Yes,B,194,P,5769,1,Menkard,Oppont,0
Europa,Yes,55 Cancri e,19,No,0,0,0,0,0,Yes,B,194,P,5769,2,Muonon,Oppont,0
Earth,No,TRAPPIST-1e,47,No,0,868,0,4,,Yes,G,937,S,5771,1,Sanda,Fielson,872
Mars,No,55 Cancri e,23,No,610,858,75,1358,0,No,F,1197,P,5772,1,Vuls,Sidne,2901
Europa,Yes,55 Cancri e,61,No,0,0,0,0,0,Yes,C,217,S,5773,1,Bosonan,Sciatberit,0
Earth,No,TRAPPIST-1e,21,No,0,128,209,4,383,No,F,1102,S,5776,1,Luise,Saundez,724
Earth,No,PSO J318.5-22,46,,559,25,,22,765,No,F,1199,P,5777,1,Katen,River,1371
Earth,No,TRAPPIST-1e,36,No,0,0,0,0,907,No,G,926,P,5778,1,Verney,Pernard,907
Earth,No,TRAPPIST-1e,15,No,0,706,0,,0,Yes,G,938,S,5779,1,Glene,Simsey,706
Europa,No,TRAPPIST-1e,33,No,2233,6408,,23,273,Yes,B,195,P,5780,1,Genif,Ousious,8937
Europa,Yes,TRAPPIST-1e,35,No,0,0,0,0,0,Yes,B,195,P,5780,2,Hallux,Ousious,0
Europa,Yes,55 Cancri e,21,No,0,0,0,0,0,Yes,B,195,P,5780,3,Betenar,Ousious,0
Earth,No,55 Cancri e,21,No,0,0,0,1,594,No,F,1200,P,5781,1,Nichad,Harley,595
Earth,No,55 Cancri e,43,No,0,1197,0,223,1,Yes,F,1201,P,5783,1,Alendy,Scottuez,1421
Earth,No,PSO J318.5-22,34,No,571,0,0,0,0,No,F,1104,S,5785,1,Dwin,Mcgoway,571
Earth,No,PSO J318.5-22,47,No,14,3,0,1720,0,No,G,928,P,5786,1,Alfrey,Sarios,1737
Mars,No,TRAPPIST-1e,27,No,850,0,681,1,0,Yes,F,1105,S,5788,1,Ves,Birte,1532
Europa,No,TRAPPIST-1e,46,No,0,1068,945,2587,811,No,C,218,S,5790,1,Markard,Distured,5411
Earth,No,TRAPPIST-1e,46,No,183,7,637,182,5,Yes,G,941,S,5791,1,Earlie,Sancasey,1014
Europa,No,55 Cancri e,40,No,0,3338,0,6344,199,No,B,196,P,5792,1,Eltares,Subwor,9881
Europa,Yes,55 Cancri e,59,No,0,0,0,0,0,Yes,E,375,S,5793,1,Dhenah,Gloyanthy,0
Europa,No,TRAPPIST-1e,45,No,0,1202,149,1472,3379,No,D,182,P,5794,1,Winopus,Shoeweely,6202
Earth,No,PSO J318.5-22,19,No,0,95,595,0,0,Yes,F,1106,S,5795,1,Evey,Hodes,690
Mars,No,TRAPPIST-1e,32,No,6769,0,,113,1,No,F,1107,S,5796,1,Grog,Pre,6883
Mars,Yes,55 Cancri e,39,No,0,0,0,0,0,Yes,F,1108,S,5799,1,Cruts,Cres,0
Earth,No,TRAPPIST-1e,40,No,661,0,830,0,6,No,F,1203,P,5800,1,Belly,Llobsoney,1497
Mars,No,TRAPPIST-1e,44,No,815,219,22,0,0,Yes,D,175,S,5802,1,Terry,Killé,1056
Earth,Yes,TRAPPIST-1e,26,No,0,0,0,0,0,No,G,933,P,5804,1,Allyn,Simpsonks,0
Earth,No,TRAPPIST-1e,22,No,514,0,2,129,583,No,F,1109,S,5806,1,Philda,Snowaney,1228
Earth,No,TRAPPIST-1e,2,No,0,0,0,0,0,No,G,934,P,5808,1,Keitha,Josey,0
Earth,No,TRAPPIST-1e,18,No,0,3,41,359,393,No,F,1204,P,5808,2,Ferry,Josey,796
Earth,No,TRAPPIST-1e,53,No,751,0,,7,0,No,F,1204,P,5808,3,Haryn,Josey,758
Earth,No,TRAPPIST-1e,22,No,104,511,254,425,4,No,F,1205,P,5809,1,Violan,Clemondsey,1298
Earth,No,TRAPPIST-1e,46,No,0,98,2077,0,0,Yes,F,1205,P,5809,2,Eilan,Clemondsey,2175
Earth,Yes,TRAPPIST-1e,28,No,0,0,0,0,0,Yes,G,935,P,5810,1,Valey,Chapmaney,0
Earth,No,TRAPPIST-1e,31,No,0,1489,68,6,0,Yes,E,366,P,5810,2,Annez,Chapmaney,1563
Europa,No,55 Cancri e,36,No,1,4058,95,0,2109,No,A,54,P,5811,1,Haldah,Fulatorly,6263
Europa,No,55 Cancri e,46,No,35,3953,0,2108,0,Yes,A,54,P,5811,2,Sadlam,Fulatorly,6096
Earth,Yes,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,G,943,S,5812,1,Holey,Domington,0
Earth,No,TRAPPIST-1e,3,No,0,0,0,0,0,Yes,G,943,S,5812,2,Garry,Domington,0
Earth,Yes,TRAPPIST-1e,12,No,0,0,0,0,0,Yes,G,943,S,5812,3,Evaned,Domington,0
Earth,Yes,TRAPPIST-1e,2,No,0,0,0,0,0,Yes,G,943,S,5812,4,Ireen,Domington,0
Earth,Yes,TRAPPIST-1e,41,No,0,0,0,0,0,Yes,G,943,S,5812,5,Dian,Domington,0
Earth,Yes,55 Cancri e,11,No,0,0,0,0,0,Yes,G,943,S,5812,6,Karena,Domington,0
Earth,Yes,TRAPPIST-1e,41,No,0,0,0,0,0,Yes,G,936,P,5813,1,Coreee,Hortis,0
Mars,No,TRAPPIST-1e,17,No,513,0,669,0,0,No,D,176,S,5814,1,Prabon,Bine,1182
Mars,Yes,55 Cancri e,21,No,0,0,0,0,0,Yes,D,176,S,5814,2,Fal,Bine,0
Mars,Yes,55 Cancri e,21,No,0,0,0,0,0,Yes,D,176,S,5814,3,Scers,Bine,0
Mars,No,TRAPPIST-1e,27,No,89,888,51,5,0,Yes,D,176,S,5814,4,Honda,Bine,1033
Mars,Yes,TRAPPIST-1e,54,No,0,0,0,0,0,Yes,D,176,S,5814,5,Caper,Bine,0
Mars,No,TRAPPIST-1e,15,No,2309,0,1142,1,10,No,D,176,S,5814,6,Feles,Bine,3462
Mars,Yes,TRAPPIST-1e,39,No,0,0,0,0,0,Yes,D,176,S,5814,7,Naffsh,Bine,0
Earth,No,TRAPPIST-1e,31,No,1,0,7,0,387,Yes,G,937,P,5816,1,Armene,Vines,395
Mars,Yes,TRAPPIST-1e,28,No,0,0,0,0,0,Yes,F,1111,S,5817,1,Alex,Berle,0
Earth,No,TRAPPIST-1e,21,No,3553,5,0,0,2,No,G,938,P,5818,1,Jeroy,Mullericer,3560
Europa,Yes,TRAPPIST-1e,29,No,0,0,0,0,0,Yes,B,221,S,5819,1,Alcorab,Suptive,0
Earth,No,TRAPPIST-1e,45,No,112,406,198,0,0,Yes,F,1112,S,5820,1,Ellene,Tersony,716
Europa,No,55 Cancri e,44,No,0,496,99,317,5615,No,C,183,P,5821,1,Dirfak,Calazy,6527
Earth,Yes,TRAPPIST-1e,12,No,0,0,0,0,0,Yes,G,939,P,5822,1,Joandy,Chapmaney,0
Earth,Yes,55 Cancri e,18,No,0,0,0,0,0,Yes,G,944,S,5823,1,Ronna,Antoshipson,0
Earth,Yes,55 Cancri e,20,No,0,0,0,0,0,Yes,G,940,P,5824,1,Carry,Contrevins,0
Europa,No,TRAPPIST-1e,43,No,0,8808,0,580,0,Yes,B,198,P,5825,1,Betenar,Apenelexy,9388
Europa,Yes,55 Cancri e,46,No,0,0,0,0,0,Yes,E,367,P,5826,1,Arkaban,Tertchty,0
Earth,No,TRAPPIST-1e,53,No,0,68,0,920,4,Yes,G,945,S,5827,1,Anthia,Willangsey,992
Earth,No,TRAPPIST-1e,21,No,621,0,0,0,0,No,G,941,P,5828,1,Bethy,Goldendrice,621
Earth,No,TRAPPIST-1e,23,No,0,21,0,0,716,No,F,1113,S,5829,1,Jona,Sancasey,737
Earth,No,55 Cancri e,9,No,0,0,0,0,0,No,,,,5831,1,Jacky,Rosalanenn,0
Earth,No,TRAPPIST-1e,19,No,546,11,0,325,218,No,F,1206,P,5834,1,Sterry,Brenney,1100
Earth,Yes,PSO J318.5-22,52,No,0,0,0,0,0,Yes,G,946,S,5835,1,Stendy,Avidson,0
Europa,Yes,55 Cancri e,31,No,0,0,0,0,0,Yes,B,222,S,5836,1,Phah,Irintious,0
Earth,No,TRAPPIST-1e,62,No,761,15,0,0,,No,F,1114,S,5837,1,Eleaha,Maynardner,776
Europa,Yes,TRAPPIST-1e,27,No,0,0,0,0,0,Yes,C,219,S,5839,1,Ranopus,Unloweedic,0
Earth,Yes,TRAPPIST-1e,23,No,0,0,0,0,0,No,G,946,P,5840,1,Jerrye,Potters,0
Europa,Yes,55 Cancri e,28,No,0,0,0,0,0,Yes,C,220,S,5842,1,Hekark,Maging,0
Europa,Yes,55 Cancri e,27,No,0,0,0,0,0,Yes,C,220,S,5842,2,Zaurid,Prefule,0
Earth,Yes,TRAPPIST-1e,58,No,0,0,0,0,0,Yes,G,947,S,5843,1,Hughy,Hessey,0
Earth,No,55 Cancri e,24,,0,30,835,0,0,Yes,E,369,P,5844,1,Lavey,Spencervan,865
Mars,No,TRAPPIST-1e,27,Yes,149,0,890,9,0,No,E,376,S,5846,1,Morny,Gerin,1048
Earth,No,TRAPPIST-1e,33,No,36,0,0,1415,0,No,F,1115,S,5847,1,Olly,Trankliney,1451
Earth,No,TRAPPIST-1e,28,No,229,761,0,0,6,Yes,E,377,S,5848,1,Eriana,Benney,996
Earth,No,TRAPPIST-1e,39,No,0,0,0,0,1104,No,F,1208,P,5849,1,Jilley,Brightez,1104
Earth,No,TRAPPIST-1e,27,No,0,0,0,727,260,No,E,370,P,5852,1,Stendy,Byerry,987
Earth,No,TRAPPIST-1e,36,No,0,75,106,0,1903,Yes,F,1117,S,5854,1,Molley,Olshaffey,2084
Earth,No,TRAPPIST-1e,64,No,0,623,1827,0,0,Yes,F,1209,P,5855,1,Hanna,Horndley,2450
Earth,No,PSO J318.5-22,41,No,0,0,687,0,65,Yes,G,949,P,5855,2,Rhony,Horndley,752
Europa,Yes,55 Cancri e,,No,0,0,0,0,0,Yes,B,199,P,5856,1,Graviph,Wincer,0
Europa,Yes,TRAPPIST-1e,27,No,0,0,0,0,0,Yes,B,199,P,5856,2,Alark,Wincer,0
Europa,No,TRAPPIST-1e,,No,0,2,64,139,3831,No,E,378,S,5857,1,Caiamin,Tinganking,4036
Earth,No,55 Cancri e,22,No,483,0,0,304,21,Yes,G,948,S,5858,1,Wally,Barberts,808
Earth,No,TRAPPIST-1e,23,No,0,456,2624,912,8,Yes,E,371,P,5859,1,Leene,Griffince,4000
Mars,No,TRAPPIST-1e,40,No,7,0,6,1206,88,No,F,1118,S,5860,1,Hers,Raste,1307
Mars,Yes,TRAPPIST-1e,2,No,0,0,0,0,0,Yes,F,1118,S,5860,2,Aps,Raste,0
Mars,No,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,F,1118,S,5860,3,Chex,Raste,0
Earth,No,TRAPPIST-1e,27,No,0,1774,0,17,13,Yes,G,949,S,5861,1,Melica,Browlerson,1804
Earth,No,55 Cancri e,0,No,0,0,0,0,0,Yes,G,950,P,5863,1,Lawren,Loverthyo,0
Earth,No,TRAPPIST-1e,17,No,0,566,18,318,0,No,F,1210,P,5863,2,Allene,Loverthyo,902
Earth,No,TRAPPIST-1e,45,No,,0,0,1501,24,No,F,1212,P,5867,1,Noria,Rocknight,1525
Earth,No,TRAPPIST-1e,62,No,104,53,194,436,0,No,E,379,S,5868,1,Yolace,Blangibson,787
Earth,Yes,55 Cancri e,14,No,0,0,0,0,0,Yes,G,952,S,5869,1,Diandi,Polliamposs,0
Earth,No,55 Cancri e,24,No,0,1369,848,0,0,Yes,F,1120,S,5871,1,Anda,Flemaney,2217
Earth,Yes,PSO J318.5-22,51,No,0,0,0,0,0,Yes,G,953,S,5874,1,Gory,Simonsents,0
Earth,No,TRAPPIST-1e,49,No,20,0,0,769,0,No,E,381,S,5875,1,Toddie,Nasquez,789
Mars,No,TRAPPIST-1e,52,No,1364,131,444,0,0,Yes,D,184,P,5876,1,Eles,Cone,1939
Mars,Yes,55 Cancri e,35,No,0,0,0,0,0,Yes,F,1213,P,5876,2,Eloos,Cone,0
Mars,Yes,TRAPPIST-1e,22,No,0,0,0,0,0,Yes,F,1213,P,5876,3,Wal,Cone,0
Earth,No,TRAPPIST-1e,17,No,0,0,1552,0,,No,F,1121,S,5877,1,Tyle,Carsoning,1552
Europa,Yes,55 Cancri e,47,No,0,0,0,0,0,Yes,B,224,S,5878,1,Duhrak,Busive,0
Mars,Yes,TRAPPIST-1e,25,No,0,0,0,0,0,Yes,F,1122,S,5879,1,Whark,Cooki,0
Earth,Yes,TRAPPIST-1e,11,No,0,0,0,0,0,Yes,G,953,P,5880,1,Leneva,Pooley,0
Earth,No,TRAPPIST-1e,17,No,18,10,73,0,1049,No,F,1214,P,5882,1,Celis,Morez,1150
Earth,No,TRAPPIST-1e,41,,8,532,0,0,100,Yes,F,1123,S,5885,1,Danna,Oneiles,640
Earth,No,TRAPPIST-1e,55,No,0,0,0,507,909,Yes,F,1123,S,5885,2,Philia,Oneiles,1416
Earth,No,TRAPPIST-1e,29,No,0,2395,7,20,6,Yes,F,1123,S,5885,3,Glena,Oneiles,2428
Earth,No,TRAPPIST-1e,19,No,0,0,0,888,0,No,G,954,S,5885,4,Aliedy,Oneiles,888
Earth,Yes,55 Cancri e,23,No,0,0,0,0,0,Yes,G,954,S,5885,5,Philda,Oneiles,0
Earth,No,TRAPPIST-1e,32,No,4518,914,0,93,0,No,G,954,S,5885,6,Carold,Oneiles,5525
Earth,No,TRAPPIST-1e,27,No,0,0,0,0,1818,No,G,954,S,5885,7,Ivanna,Oneiles,1818
Earth,No,TRAPPIST-1e,25,No,0,0,892,0,0,Yes,G,954,S,5885,8,Fayene,Oneiles,892
Mars,No,TRAPPIST-1e,24,No,10,49,,1497,10,No,F,1216,P,5886,1,Swack,Fate,1566
Mars,Yes,TRAPPIST-1e,30,No,0,0,0,0,0,No,E,373,P,5886,2,Cird,Fate,0
Earth,No,PSO J318.5-22,50,No,781,2,0,61,0,Yes,E,374,P,5887,1,Adrie,Cochrisons,844
Earth,No,TRAPPIST-1e,51,No,201,574,40,0,11,No,F,1217,P,5887,2,Ryanne,Cochrisons,826
Mars,No,55 Cancri e,27,No,1331,0,0,0,0,No,F,1218,P,5888,1,Yogal,Blate,1331
Mars,No,TRAPPIST-1e,35,No,750,0,0,0,1065,No,F,1218,P,5888,2,Wifel,Blate,1815
Earth,No,TRAPPIST-1e,48,No,0,0,790,2368,1292,No,G,954,P,5889,1,Leony,Perrerojass,4450
Earth,Yes,TRAPPIST-1e,27,No,0,0,0,0,0,Yes,G,955,S,5890,1,Ambert,Woody,0
Earth,Yes,PSO J318.5-22,19,No,0,0,0,0,0,Yes,G,955,P,5891,1,Bony,Steeletters,0
Earth,Yes,PSO J318.5-22,18,No,0,0,0,0,0,Yes,G,957,S,5894,1,Gabrin,Navages,0
Europa,Yes,55 Cancri e,25,No,0,0,0,0,0,Yes,C,221,S,5897,1,nan,nan,0
Earth,Yes,55 Cancri e,41,No,0,0,0,0,0,Yes,G,958,S,5898,1,Lolas,Dickley,0
Mars,Yes,TRAPPIST-1e,62,No,0,0,0,0,0,Yes,F,1220,P,5900,1,Forms,Nutca,0
Mars,Yes,TRAPPIST-1e,30,No,0,0,0,0,0,Yes,F,1220,P,5900,2,Fispot,Nutca,0
Mars,Yes,TRAPPIST-1e,6,,0,0,0,0,0,Yes,F,1220,P,5900,3,Gonut,Nutca,0
Earth,No,55 Cancri e,15,No,0,40,0,0,839,No,F,1221,P,5901,1,Kennie,Castannison,879
Mars,No,PSO J318.5-22,34,No,162,0,690,28,0,No,D,177,S,5902,1,Igrish,Win,880
Earth,No,TRAPPIST-1e,34,No,223,0,13,514,41,No,E,376,P,5903,1,Vivia,Doughan,791
Earth,No,TRAPPIST-1e,23,No,16,687,1,1,0,Yes,G,959,S,5905,1,Elindy,Byerry,705
Earth,No,TRAPPIST-1e,51,No,0,0,207,347,262,No,G,957,P,5906,1,Dwin,Santin,816
Earth,Yes,PSO J318.5-22,63,No,0,0,0,0,0,Yes,G,960,S,5907,1,Winia,Jarvey,0
Earth,No,TRAPPIST-1e,42,No,84,392,300,0,0,Yes,F,1126,S,5908,1,Paulia,Brooker,776
Earth,No,55 Cancri e,19,No,0,716,0,0,0,Yes,F,1127,S,5909,1,Luisy,Fryan,716
Earth,Yes,TRAPPIST-1e,5,No,0,0,0,0,0,Yes,G,961,S,5909,2,Anda,Fryan,0
Earth,Yes,55 Cancri e,2,No,0,0,0,0,0,Yes,G,961,S,5909,3,Holey,Fryan,0
Earth,Yes,TRAPPIST-1e,15,No,0,0,0,0,0,Yes,G,963,S,5912,1,Dianya,Joycerton,0
Europa,No,TRAPPIST-1e,36,No,0,6,0,1,1407,No,D,185,P,5913,1,Beidus,Peterive,1414
Earth,No,TRAPPIST-1e,32,No,0,0,39,0,749,No,E,382,S,5915,1,Garion,Mcneiley,788
Earth,No,TRAPPIST-1e,19,No,2,3,450,204,0,Yes,E,383,S,5916,1,Marky,Meltonway,659
Europa,No,55 Cancri e,26,No,0,2427,15,5,0,Yes,A,55,P,5919,1,Phonons,Heracker,2447
Earth,No,TRAPPIST-1e,33,No,48,94,756,308,0,No,F,1223,P,5920,1,Celina,Buckeenez,1206
Earth,Yes,TRAPPIST-1e,38,No,0,0,0,0,0,Yes,G,959,P,5921,1,Vandy,Campson,0
Earth,No,TRAPPIST-1e,22,No,0,0,859,62,0,No,F,1224,P,5921,2,Brance,Campson,921
Earth,No,TRAPPIST-1e,32,No,0,0,0,0,0,No,G,960,P,5922,1,Elia,Bairdyork,0
Mars,Yes,55 Cancri e,30,No,0,0,0,0,0,Yes,F,1129,S,5923,1,Oafron,Batte,0
Earth,No,TRAPPIST-1e,51,No,152,55,25,74,289,No,F,1225,P,5924,1,Nelley,Brantuarez,595
Europa,No,TRAPPIST-1e,29,No,0,1644,0,0,3780,No,B,226,S,5925,1,Anchird,Rotter,5424
Europa,No,TRAPPIST-1e,16,No,0,2002,0,96,69,Yes,B,226,S,5925,2,Medib,Rotter,2167
Europa,No,TRAPPIST-1e,32,No,0,0,0,241,4757,No,B,226,S,5925,3,Tark,Rotter,4998
Europa,No,55 Cancri e,24,No,0,2421,0,725,2300,No,B,201,P,5927,1,Duhrak,Sysilstict,5446
Europa,No,TRAPPIST-1e,23,No,0,109,0,4810,25,No,B,201,P,5927,2,Naviton,Sysilstict,4944
Europa,Yes,55 Cancri e,46,No,0,0,0,0,0,Yes,B,201,P,5927,3,Kraban,Sysilstict,0
Europa,No,55 Cancri e,49,No,0,1264,0,5474,104,No,B,201,P,5927,4,Alcoran,Sysilstict,6842
Europa,Yes,TRAPPIST-1e,17,No,0,0,0,0,0,Yes,B,201,P,5927,5,Taurak,Ballexy,0
Europa,No,55 Cancri e,35,No,4,3857,324,899,375,No,B,201,P,5927,6,Grastab,Sysilstict,5459
Europa,No,55 Cancri e,43,No,0,1706,0,274,2056,No,B,201,P,5927,7,Jihoton,Ballexy,4036
Earth,No,TRAPPIST-1e,20,No,149,25,559,21,33,Yes,E,377,P,5928,1,Becca,Slates,787
Europa,Yes,55 Cancri e,24,No,0,0,0,0,0,Yes,B,227,S,5930,1,Muonea,Geakerat,0
Europa,No,TRAPPIST-1e,28,No,0,1014,0,2463,517,No,B,227,S,5930,2,Yildus,Geakerat,3994
Europa,Yes,55 Cancri e,19,No,0,0,0,0,0,Yes,B,227,S,5930,3,Sarich,Geakerat,0
Europa,No,55 Cancri e,39,No,0,0,0,1854,171,No,A,56,P,5931,1,Alcoran,Clugeammy,2025
Mars,No,TRAPPIST-1e,34,No,1547,485,97,59,0,No,F,1131,S,5933,1,Terek,Gerin,2188
Earth,No,TRAPPIST-1e,29,No,89,1725,,0,3,Yes,G,962,P,5934,1,Joanry,Mcfaddenson,1817
Earth,No,55 Cancri e,14,No,0,0,52,0,,Yes,E,384,S,5938,1,Melvia,Floydendley,52
Earth,Yes,TRAPPIST-1e,,No,0,0,0,0,0,Yes,G,967,S,5938,2,Blancy,Floydendley,0
Mars,No,TRAPPIST-1e,30,No,628,0,544,0,126,No,E,385,S,5939,1,Life,Queke,1298
Earth,No,TRAPPIST-1e,,No,72,914,0,0,7,Yes,E,386,S,5941,1,nan,nan,993
Earth,Yes,PSO J318.5-22,32,No,0,0,0,0,0,Yes,G,969,S,5944,1,Alber,Kerristicey,0
Earth,Yes,TRAPPIST-1e,7,No,0,0,0,0,0,Yes,G,970,S,5945,1,Lavey,Morez,0
Earth,Yes,55 Cancri e,34,No,0,0,0,0,0,Yes,G,970,S,5945,2,Vanard,Flynner,0
Earth,No,PSO J318.5-22,47,No,163,2,11,593,0,Yes,G,970,S,5945,3,Alancy,Morez,769
Mars,No,TRAPPIST-1e,19,No,300,5,642,0,0,No,E,387,S,5946,1,Tyog,Mille,947
Europa,Yes,TRAPPIST-1e,52,No,0,0,0,0,0,Yes,E,388,S,5947,1,Kitauva,Stment,0
Mars,No,TRAPPIST-1e,19,No,758,425,0,0,0,No,D,180,S,5949,1,Cin,Shbre,1183
Mars,Yes,TRAPPIST-1e,18,No,0,0,0,0,0,Yes,F,1132,S,5949,2,Burs,Shbre,0
Earth,No,TRAPPIST-1e,32,No,,5,0,64,0,No,E,378,P,5950,1,Therry,Fowlesterez,69
Earth,No,55 Cancri e,21,No,423,0,172,0,,No,F,1133,S,5951,1,Patoya,Landolphrey,595
Mars,Yes,55 Cancri e,22,No,0,0,0,0,0,Yes,F,1134,S,5952,1,Rants,Giba,0
Mars,No,TRAPPIST-1e,13,No,157,0,1199,0,14,No,E,390,S,5953,1,Emoles,Graie,1370
Mars,No,TRAPPIST-1e,25,No,2093,0,6,0,0,No,E,391,S,5954,1,Lift,Port,2099
Mars,No,TRAPPIST-1e,33,No,836,0,155,31,0,No,E,392,S,5955,1,Hon,Sturt,1022
Mars,No,TRAPPIST-1e,27,No,1379,0,414,0,805,No,F,1135,S,5955,2,Frohs,Sturt,2598
Earth,No,TRAPPIST-1e,21,,12,0,0,1658,0,No,E,379,P,5956,1,Hard,Kramosley,1670
Europa,Yes,55 Cancri e,17,No,0,0,0,0,0,Yes,B,203,P,5957,1,Arrain,Chuble,0
Europa,Yes,55 Cancri e,15,No,0,0,0,0,0,Yes,B,203,P,5957,2,Zedark,Chuble,0
Europa,No,55 Cancri e,58,Yes,2,3862,0,1482,73,No,B,203,P,5957,3,Markard,Chuble,5419
Europa,No,TRAPPIST-1e,29,No,1,2809,97,61,1227,No,D,181,S,5959,1,Schabik,Praugnox,4195
Europa,Yes,TRAPPIST-1e,34,No,0,0,0,0,0,Yes,D,181,S,5959,2,Dabik,Praugnox,0
Europa,No,TRAPPIST-1e,28,No,0,4780,1761,1,247,Yes,C,222,S,5960,1,Eltares,Dister,6789
Europa,No,TRAPPIST-1e,29,No,3215,1211,4,7,417,Yes,C,222,S,5960,2,Aliakan,Dister,4854
Europa,Yes,55 Cancri e,25,No,0,0,0,0,0,Yes,C,222,S,5960,3,Merabik,Dister,0
Mars,No,55 Cancri e,23,No,112,1184,143,2,585,No,F,1228,P,5963,1,Poloos,Bane,2026
Earth,No,TRAPPIST-1e,22,No,0,40,689,0,79,Yes,G,964,P,5965,1,Ricke,Beckerson,808
Earth,Yes,55 Cancri e,38,No,0,0,0,0,0,Yes,G,965,P,5967,1,Jonald,Duranks,0
Earth,No,TRAPPIST-1e,38,No,0,784,0,0,0,Yes,G,965,P,5967,2,Ebonya,Duranks,784
Earth,No,TRAPPIST-1e,0,No,0,0,0,0,0,No,G,965,P,5967,3,Britta,Duranks,0
Earth,No,TRAPPIST-1e,,No,17,0,0,49,867,No,F,1229,P,5968,1,Hanry,Dayers,933
Earth,Yes,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,G,972,S,5969,1,Janney,Reenez,0
Earth,No,55 Cancri e,37,No,0,698,0,,6,No,F,1137,S,5969,2,Lardy,Reenez,704
Earth,No,TRAPPIST-1e,2,No,0,0,0,0,0,Yes,G,972,S,5969,3,Vine,Reenez,0
Europa,Yes,55 Cancri e,40,No,0,0,0,0,0,Yes,B,229,S,5970,1,nan,nan,0
Mars,No,TRAPPIST-1e,47,No,448,0,891,0,235,No,F,1230,P,5971,1,Jayrin,Kinad,1574
Earth,No,TRAPPIST-1e,34,No,0,11,610,591,769,Yes,F,1138,S,5972,1,Elody,Kiddley,1981
Mars,No,TRAPPIST-1e,43,No,1086,4,202,401,0,No,F,1139,S,5973,1,nan,nan,1693
Mars,Yes,55 Cancri e,21,No,0,0,0,0,0,Yes,D,186,P,5974,1,Cricks,Manda,0
Europa,Yes,55 Cancri e,43,No,0,0,0,0,0,Yes,E,380,P,5975,1,Pherkab,Sageng,0
Mars,No,TRAPPIST-1e,33,No,3090,0,808,0,0,No,D,182,S,5976,1,Mits,Mane,3898
Europa,No,TRAPPIST-1e,28,No,0,0,0,0,0,Yes,B,230,S,5977,1,Atonea,Inesely,0
Europa,No,55 Cancri e,57,No,200,9,0,,24133,No,B,230,S,5977,2,nan,nan,24342
Europa,No,TRAPPIST-1e,,No,0,0,0,0,0,Yes,B,230,S,5977,3,Alhaula,Inesely,0
Europa,No,TRAPPIST-1e,46,No,0,3259,761,4423,0,No,B,230,S,5977,4,Halla,Porkilte,8443
Europa,No,55 Cancri e,19,No,0,,0,2,9,Yes,C,223,S,5980,1,Alatrin,Trallect,11
Mars,No,TRAPPIST-1e,27,No,441,0,397,471,0,No,F,1140,S,5981,1,Harz,Quart,1309
Mars,No,TRAPPIST-1e,2,No,0,0,0,0,0,Yes,F,1140,S,5981,2,Quid,Quart,0
Mars,No,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,F,1140,S,5981,3,Cark,Quart,0
Mars,No,TRAPPIST-1e,25,Yes,1442,0,0,0,13,No,F,1233,P,5983,1,Squars,Knike,1455
Mars,Yes,TRAPPIST-1e,47,No,0,0,0,0,0,Yes,F,1233,P,5983,2,Allots,Knike,0
Mars,No,PSO J318.5-22,38,No,1208,0,13,38,0,Yes,D,187,P,5984,1,Gech,Kin,1259
Mars,No,TRAPPIST-1e,24,No,555,0,618,0,0,No,E,381,P,5984,2,Ale,Kin,1173
Earth,No,TRAPPIST-1e,24,No,276,0,0,0,489,Yes,F,1234,P,5985,1,Judya,Wooterston,765
Europa,Yes,TRAPPIST-1e,25,No,0,0,0,0,0,Yes,D,188,P,5986,1,Zubeneb,Flesping,0
Earth,No,TRAPPIST-1e,29,No,0,5,6,0,,Yes,G,973,S,5987,1,Searla,Stannondez,11
Mars,No,55 Cancri e,44,No,2956,0,10,12,692,No,F,1235,P,5988,1,Aard,Curle,3670
